times,seller_id,revenue,unit_sold,total_order,cost,total_usage,total_buyer,coupon_code,coupon_name,coupon_id,active_from,active_to,coupon_type,total_coupon,coupon_status
2021-07-24T00:00:00,875,408508,15,3,68674,8,1,BFQ4EH8C1A,"For particles as Shoshone were suggested, but",3130709,2021-07-24,2021-08-10,2,135,0
2021-07-24T00:00:00,22441,377618,7,1,15865,2,1,BFQ4EH8C1A,"For particles as Shoshone were suggested, but",3130709,2021-07-24,2021-08-10,2,135,0
2021-07-24T00:00:00,1,14349,19,5,61892,8,2,UE5RSH7U9P,"19.5, 11.5, This picture went viral on Facebook, the less likely to share resources.",3211687,2021-07-23,2021-08-04,3,119,0
2021-07-24T00:00:00,875,502538,8,6,60010,7,5,UE5RSH7U9P,"19.5, 11.5, This picture went viral on Facebook, the less likely to share resources.",3211687,2021-07-23,2021-08-04,3,119,0
2021-07-24T00:00:00,22441,478595,2,2,83255,2,1,UE5RSH7U9P,"19.5, 11.5, This picture went viral on Facebook, the less likely to share resources.",3211687,2021-07-23,2021-08-04,3,119,0
2021-07-24T00:00:00,1,228753,1,3,54580,9,1,M5BSJUBDOK,"Different ""racial"" consecutive revisions of the world at 2,980 kilometres (1,850 mi). The country",3248947,2021-07-22,2021-07-28,1,383,0
2021-07-24T00:00:00,875,102407,1,2,89060,3,2,M5BSJUBDOK,"Different ""racial"" consecutive revisions of the world at 2,980 kilometres (1,850 mi). The country",3248947,2021-07-22,2021-07-28,1,383,0
2021-07-24T00:00:00,22441,597490,5,5,80478,7,1,M5BSJUBDOK,"Different ""racial"" consecutive revisions of the world at 2,980 kilometres (1,850 mi). The country",3248947,2021-07-22,2021-07-28,1,383,0
2021-07-24T00:00:00,1,14788,6,1,72880,1,1,1YMCLTWGS7,Of 1988 local polities.,3283953,2021-07-12,2021-07-28,3,344,0
2021-07-24T00:00:00,875,485354,8,1,21985,1,1,1YMCLTWGS7,Of 1988 local polities.,3283953,2021-07-12,2021-07-28,3,344,0
2021-07-24T00:00:00,22441,105599,1,1,81026,1,1,1YMCLTWGS7,Of 1988 local polities.,3283953,2021-07-12,2021-07-28,3,344,0
2021-07-24T00:00:00,1,515029,8,1,88390,2,1,XTLD5VLRB8,"Travelers are modernist art."" In Soweto, the West African and Eurasian plates.",3432303,2021-07-14,2021-07-25,1,248,0
2021-07-24T00:00:00,875,447589,19,2,16738,7,2,XTLD5VLRB8,"Travelers are modernist art."" In Soweto, the West African and Eurasian plates.",3432303,2021-07-14,2021-07-25,1,248,0
2021-07-24T00:00:00,22441,240123,9,8,26227,8,3,XTLD5VLRB8,"Travelers are modernist art."" In Soweto, the West African and Eurasian plates.",3432303,2021-07-14,2021-07-25,1,248,0
2021-07-24T00:00:00,1,244783,2,1,44686,2,1,FHHK24X4OZ,"Province (6,959 historiography collapsed overnight.    In 1497 John Cabot",3596847,2021-07-18,2021-07-26,1,92,0
2021-07-24T00:00:00,875,561232,16,1,86930,2,1,FHHK24X4OZ,"Province (6,959 historiography collapsed overnight.    In 1497 John Cabot",3596847,2021-07-18,2021-07-26,1,92,0
2021-07-24T00:00:00,1,283446,7,1,39754,1,1,EY5YOUXXFS,Small community Hemispheres generally mirror,3628626,2021-07-15,2021-07-31,2,281,0
2021-07-24T00:00:00,875,112774,19,1,35797,9,1,EY5YOUXXFS,Small community Hemispheres generally mirror,3628626,2021-07-15,2021-07-31,2,281,0
2021-07-24T00:00:00,22441,33223,17,2,35439,2,1,EY5YOUXXFS,Small community Hemispheres generally mirror,3628626,2021-07-15,2021-07-31,2,281,0
2021-07-25T00:00:00,1,239165,10,5,25200,9,1,HNH1EQXY35,One aspect respiratory system. It was carrying,115151,2021-07-25,2021-08-03,1,293,0
2021-07-25T00:00:00,875,413690,13,1,24082,1,1,HNH1EQXY35,One aspect respiratory system. It was carrying,115151,2021-07-25,2021-08-03,1,293,0
2021-07-25T00:00:00,22441,548532,11,3,57674,5,1,HNH1EQXY35,One aspect respiratory system. It was carrying,115151,2021-07-25,2021-08-03,1,293,0
2021-07-25T00:00:00,1,400515,19,4,92904,9,3,CFS6DT6L4D,"Time, concerns airport, handling",657443,2021-07-16,2021-07-29,1,351,0
2021-07-25T00:00:00,875,540434,8,3,36407,8,3,CFS6DT6L4D,"Time, concerns airport, handling",657443,2021-07-16,2021-07-29,1,351,0
2021-07-25T00:00:00,22441,380516,18,2,36622,4,2,CFS6DT6L4D,"Time, concerns airport, handling",657443,2021-07-16,2021-07-29,1,351,0
2021-07-25T00:00:00,1,96083,5,2,36350,2,2,F7SEBFNAAO,"Netherlands: UB Egyptian curriculum influenced other Arab education systems, which often need to re-calculate",732746,2021-07-13,2021-07-28,1,468,0
2021-07-25T00:00:00,875,340240,15,3,25760,3,3,F7SEBFNAAO,"Netherlands: UB Egyptian curriculum influenced other Arab education systems, which often need to re-calculate",732746,2021-07-13,2021-07-28,1,468,0
2021-07-25T00:00:00,22441,397324,8,1,44816,1,1,F7SEBFNAAO,"Netherlands: UB Egyptian curriculum influenced other Arab education systems, which often need to re-calculate",732746,2021-07-13,2021-07-28,1,468,0
2021-07-25T00:00:00,1,360718,11,5,52962,5,4,267WWIH3UR,"Integrated economically flamingo, which",751601,2021-07-09,2021-07-29,3,301,0
2021-07-25T00:00:00,875,552199,14,1,56389,1,1,267WWIH3UR,"Integrated economically flamingo, which",751601,2021-07-09,2021-07-29,3,301,0
2021-07-25T00:00:00,22441,294636,8,6,81045,7,6,267WWIH3UR,"Integrated economically flamingo, which",751601,2021-07-09,2021-07-29,3,301,0
2021-07-25T00:00:00,1,229760,19,1,34729,2,1,N5KGHAGSNB,"The practitioner. Mireille Mathieu, Mylène Farmer and Nolwenn Leroy, electronic music in Canada are formally",928678,2021-07-02,2021-07-25,1,112,0
2021-07-25T00:00:00,1,556966,8,1,25131,4,1,5SB2OOVZGA,"Without conscious Peugeot, Citroen, Honda, Mitsubishi.",945492,2021-07-02,2021-07-26,2,305,0
2021-07-25T00:00:00,875,56906,9,6,80225,6,5,5SB2OOVZGA,"Without conscious Peugeot, Citroen, Honda, Mitsubishi.",945492,2021-07-02,2021-07-26,2,305,0
2021-07-25T00:00:00,22441,152331,5,1,84932,2,1,5SB2OOVZGA,"Without conscious Peugeot, Citroen, Honda, Mitsubishi.",945492,2021-07-02,2021-07-26,2,305,0
2021-07-25T00:00:00,1,591116,18,1,51688,9,1,5EBB0SPSA3,Finding something degree and were followed by the 13th,1018834,2021-07-12,2021-08-03,1,272,0
2021-07-25T00:00:00,875,220756,11,2,51639,9,1,5EBB0SPSA3,Finding something degree and were followed by the 13th,1018834,2021-07-12,2021-08-03,1,272,0
2021-07-25T00:00:00,22441,591926,8,1,37329,1,1,5EBB0SPSA3,Finding something degree and were followed by the 13th,1018834,2021-07-12,2021-08-03,1,272,0
2021-07-25T00:00:00,1,249476,5,6,42184,6,2,PA2JPW5IMB,"Only closer East Francia. Further south, the first smallpox epidemic in the name",1142726,2021-07-20,2021-08-12,3,224,0
2021-07-25T00:00:00,875,194911,19,4,89396,5,3,PA2JPW5IMB,"Only closer East Francia. Further south, the first smallpox epidemic in the name",1142726,2021-07-20,2021-08-12,3,224,0
2021-07-25T00:00:00,22441,526215,6,1,19749,2,1,PA2JPW5IMB,"Only closer East Francia. Further south, the first smallpox epidemic in the name",1142726,2021-07-20,2021-08-12,3,224,0
2021-07-25T00:00:00,1,204228,4,1,13962,1,1,H2BOWZNXXG,"The press; Yorkers, and leading to rival broadcasters bidding large amounts",1268120,2021-07-07,2021-08-04,1,117,0
2021-07-25T00:00:00,1,585408,7,3,21833,8,2,I2AN4UO2O2,"Famous 'Babe', national dish?",1527196,2021-07-14,2021-08-02,2,196,0
2021-07-25T00:00:00,875,60584,13,1,84823,1,1,I2AN4UO2O2,"Famous 'Babe', national dish?",1527196,2021-07-14,2021-08-02,2,196,0
2021-07-25T00:00:00,22441,124628,14,1,46313,1,1,I2AN4UO2O2,"Famous 'Babe', national dish?",1527196,2021-07-14,2021-08-02,2,196,0
2021-07-25T00:00:00,1,567612,11,1,84867,2,1,8J4E692XVY,Party payment them while focused forward.,1584965,2021-07-25,2021-08-01,2,143,0
2021-07-25T00:00:00,875,491080,15,7,76171,8,7,8J4E692XVY,Party payment them while focused forward.,1584965,2021-07-25,2021-08-01,2,143,0
2021-07-25T00:00:00,22441,322007,8,3,33699,6,1,8J4E692XVY,Party payment them while focused forward.,1584965,2021-07-25,2021-08-01,2,143,0
2021-07-25T00:00:00,1,415973,8,2,12322,6,1,57CAQL403X,Article 2 precise and finite definition. By,1617788,2021-07-20,2021-08-08,2,260,0
2021-07-25T00:00:00,875,320919,12,5,83775,7,1,57CAQL403X,Article 2 precise and finite definition. By,1617788,2021-07-20,2021-08-08,2,260,0
2021-07-25T00:00:00,22441,202653,16,3,23056,8,2,57CAQL403X,Article 2 precise and finite definition. By,1617788,2021-07-20,2021-08-08,2,260,0
2021-07-25T00:00:00,1,477601,18,3,16613,5,3,6EGOYE6S8R,"Mourning cloak, do almost all of the structure. Synchrocyclotrons have not",1650391,2021-07-14,2021-08-08,3,430,0
2021-07-25T00:00:00,875,568627,6,2,16857,3,2,6EGOYE6S8R,"Mourning cloak, do almost all of the structure. Synchrocyclotrons have not",1650391,2021-07-14,2021-08-08,3,430,0
2021-07-25T00:00:00,22441,241778,6,2,18752,6,1,6EGOYE6S8R,"Mourning cloak, do almost all of the structure. Synchrocyclotrons have not",1650391,2021-07-14,2021-08-08,3,430,0
2021-07-25T00:00:00,1,103177,14,1,22534,1,1,TK49XZRYO7,The hypothesis atmosphere at any altitude.,1896970,2021-07-24,2021-08-17,1,404,0
2021-07-25T00:00:00,875,344018,16,1,11712,5,1,TK49XZRYO7,The hypothesis atmosphere at any altitude.,1896970,2021-07-24,2021-08-17,1,404,0
2021-07-25T00:00:00,22441,534360,9,7,28012,7,5,TK49XZRYO7,The hypothesis atmosphere at any altitude.,1896970,2021-07-24,2021-08-17,1,404,0
2021-07-25T00:00:00,1,541212,9,7,50149,8,4,FR7NZUY4T7,"Chicago Portage, by royal decree. Today, religious groups comprise less than in",1952910,2021-07-25,2021-07-31,2,372,0
2021-07-25T00:00:00,875,367530,17,3,16893,3,1,FR7NZUY4T7,"Chicago Portage, by royal decree. Today, religious groups comprise less than in",1952910,2021-07-25,2021-07-31,2,372,0
2021-07-25T00:00:00,22441,67557,18,2,48143,6,1,FR7NZUY4T7,"Chicago Portage, by royal decree. Today, religious groups comprise less than in",1952910,2021-07-25,2021-07-31,2,372,0
2021-07-25T00:00:00,1,66093,4,1,36890,5,1,LKX6EA2R3L,"News when spoke Spanish, 3.9% another Indo-European language, and emotion are areas of Ohio and",2132663,2021-07-23,2021-08-20,3,388,0
2021-07-25T00:00:00,875,457987,11,1,31249,2,1,LKX6EA2R3L,"News when spoke Spanish, 3.9% another Indo-European language, and emotion are areas of Ohio and",2132663,2021-07-23,2021-08-20,3,388,0
2021-07-25T00:00:00,22441,199261,16,2,77986,4,2,LKX6EA2R3L,"News when spoke Spanish, 3.9% another Indo-European language, and emotion are areas of Ohio and",2132663,2021-07-23,2021-08-20,3,388,0
2021-07-25T00:00:00,1,85687,11,1,71188,1,1,C94ZKHI1DE,"Below) with understood, a 2006 study by Phoenix",2173920,2021-07-06,2021-07-28,2,225,0
2021-07-25T00:00:00,875,246664,13,1,17990,1,1,C94ZKHI1DE,"Below) with understood, a 2006 study by Phoenix",2173920,2021-07-06,2021-07-28,2,225,0
2021-07-25T00:00:00,22441,35669,9,7,40949,7,1,C94ZKHI1DE,"Below) with understood, a 2006 study by Phoenix",2173920,2021-07-06,2021-07-28,2,225,0
2021-07-25T00:00:00,1,592187,12,5,22523,6,1,42V4U39JUS,"Upon increasingly Publishing Group, Westport, Ct. ISBN 0-275-92698-2.",2445259,2021-07-19,2021-07-31,1,201,0
2021-07-25T00:00:00,875,153171,16,2,19467,3,2,42V4U39JUS,"Upon increasingly Publishing Group, Westport, Ct. ISBN 0-275-92698-2.",2445259,2021-07-19,2021-07-31,1,201,0
2021-07-25T00:00:00,22441,377464,2,2,65528,4,2,42V4U39JUS,"Upon increasingly Publishing Group, Westport, Ct. ISBN 0-275-92698-2.",2445259,2021-07-19,2021-07-31,1,201,0
2021-07-25T00:00:00,1,353713,7,2,28869,5,2,V427FACWHI,Compounds without dictatorship in 1933 led to the,2632071,2021-07-19,2021-08-08,1,420,0
2021-07-25T00:00:00,875,248594,16,3,62028,4,3,V427FACWHI,Compounds without dictatorship in 1933 led to the,2632071,2021-07-19,2021-08-08,1,420,0
2021-07-25T00:00:00,22441,397409,12,1,35129,3,1,V427FACWHI,Compounds without dictatorship in 1933 led to the,2632071,2021-07-19,2021-08-08,1,420,0
2021-07-25T00:00:00,1,63579,16,5,84758,5,1,L66233S6LN,"Minimal ability to: intensity: the chuckle, the titter, the giggle, the chortle, the cackle, the",2656650,2021-07-25,2021-08-03,3,455,0
2021-07-25T00:00:00,875,117287,17,3,11112,4,3,L66233S6LN,"Minimal ability to: intensity: the chuckle, the titter, the giggle, the chortle, the cackle, the",2656650,2021-07-25,2021-08-03,3,455,0
2021-07-25T00:00:00,22441,459199,19,5,46569,5,5,L66233S6LN,"Minimal ability to: intensity: the chuckle, the titter, the giggle, the chortle, the cackle, the",2656650,2021-07-25,2021-08-03,3,455,0
2021-07-25T00:00:00,1,538131,4,1,29715,4,1,R44XHCWA45,"2012. Previously, of use of email and instant messaging clients such as the mean and",2875526,2021-07-10,2021-07-31,2,360,0
2021-07-25T00:00:00,875,146237,18,1,71459,2,1,R44XHCWA45,"2012. Previously, of use of email and instant messaging clients such as the mean and",2875526,2021-07-10,2021-07-31,2,360,0
2021-07-25T00:00:00,22441,389004,13,1,41163,1,1,R44XHCWA45,"2012. Previously, of use of email and instant messaging clients such as the mean and",2875526,2021-07-10,2021-07-31,2,360,0
2021-07-25T00:00:00,1,305607,11,1,20196,3,1,A2ZP9SSHLU,"0-7637-8927-5. Dunlop, Black if socially upward. Skin color and facial",3122458,2021-07-15,2021-08-09,2,409,0
2021-07-25T00:00:00,875,335211,14,7,66280,8,7,A2ZP9SSHLU,"0-7637-8927-5. Dunlop, Black if socially upward. Skin color and facial",3122458,2021-07-15,2021-08-09,2,409,0
2021-07-25T00:00:00,22441,210271,7,1,81833,8,1,A2ZP9SSHLU,"0-7637-8927-5. Dunlop, Black if socially upward. Skin color and facial",3122458,2021-07-15,2021-08-09,2,409,0
2021-07-25T00:00:00,1,142939,14,1,52958,1,1,BFQ4EH8C1A,"For particles as Shoshone were suggested, but",3130709,2021-07-24,2021-08-10,2,135,0
2021-07-25T00:00:00,875,342484,18,1,25259,1,1,BFQ4EH8C1A,"For particles as Shoshone were suggested, but",3130709,2021-07-24,2021-08-10,2,135,0
2021-07-25T00:00:00,22441,559788,7,1,29273,5,1,BFQ4EH8C1A,"For particles as Shoshone were suggested, but",3130709,2021-07-24,2021-08-10,2,135,0
2021-07-25T00:00:00,1,227927,17,1,46511,3,1,J2DWEL9BUP,Busts.  Commonwealth realm member of the Okhotsk,3168216,2021-07-25,2021-07-31,1,9,0
2021-07-25T00:00:00,1,350831,1,2,80038,4,1,UE5RSH7U9P,"19.5, 11.5, This picture went viral on Facebook, the less likely to share resources.",3211687,2021-07-23,2021-08-04,3,119,0
2021-07-25T00:00:00,875,126808,7,8,79675,9,1,UE5RSH7U9P,"19.5, 11.5, This picture went viral on Facebook, the less likely to share resources.",3211687,2021-07-23,2021-08-04,3,119,0
2021-07-25T00:00:00,22441,393682,3,2,34798,3,2,UE5RSH7U9P,"19.5, 11.5, This picture went viral on Facebook, the less likely to share resources.",3211687,2021-07-23,2021-08-04,3,119,0
2021-07-25T00:00:00,1,589304,10,6,28412,7,4,M5BSJUBDOK,"Different ""racial"" consecutive revisions of the world at 2,980 kilometres (1,850 mi). The country",3248947,2021-07-22,2021-07-28,1,383,0
2021-07-25T00:00:00,875,270044,18,1,91484,1,1,M5BSJUBDOK,"Different ""racial"" consecutive revisions of the world at 2,980 kilometres (1,850 mi). The country",3248947,2021-07-22,2021-07-28,1,383,0
2021-07-25T00:00:00,22441,561021,19,1,16316,4,1,M5BSJUBDOK,"Different ""racial"" consecutive revisions of the world at 2,980 kilometres (1,850 mi). The country",3248947,2021-07-22,2021-07-28,1,383,0
2021-07-25T00:00:00,1,450527,11,4,52351,7,4,1YMCLTWGS7,Of 1988 local polities.,3283953,2021-07-12,2021-07-28,3,344,0
2021-07-25T00:00:00,875,499156,7,1,61888,1,1,1YMCLTWGS7,Of 1988 local polities.,3283953,2021-07-12,2021-07-28,3,344,0
2021-07-25T00:00:00,22441,81476,7,4,75358,6,2,1YMCLTWGS7,Of 1988 local polities.,3283953,2021-07-12,2021-07-28,3,344,0
2021-07-25T00:00:00,1,28267,8,3,63416,3,2,XTLD5VLRB8,"Travelers are modernist art."" In Soweto, the West African and Eurasian plates.",3432303,2021-07-14,2021-07-25,1,248,0
2021-07-25T00:00:00,875,31448,18,1,43805,1,1,XTLD5VLRB8,"Travelers are modernist art."" In Soweto, the West African and Eurasian plates.",3432303,2021-07-14,2021-07-25,1,248,0
2021-07-25T00:00:00,22441,65181,7,4,16145,6,4,XTLD5VLRB8,"Travelers are modernist art."" In Soweto, the West African and Eurasian plates.",3432303,2021-07-14,2021-07-25,1,248,0
2021-07-25T00:00:00,1,244115,13,7,84822,7,1,EY5YOUXXFS,Small community Hemispheres generally mirror,3628626,2021-07-15,2021-07-31,2,281,0
2021-07-25T00:00:00,875,92939,1,2,35287,8,1,EY5YOUXXFS,Small community Hemispheres generally mirror,3628626,2021-07-15,2021-07-31,2,281,0
2021-07-25T00:00:00,22441,478255,8,6,57745,7,5,EY5YOUXXFS,Small community Hemispheres generally mirror,3628626,2021-07-15,2021-07-31,2,281,0
2021-07-26T00:00:00,1,376522,17,4,12258,7,2,HNH1EQXY35,One aspect respiratory system. It was carrying,115151,2021-07-25,2021-08-03,1,293,0
2021-07-26T00:00:00,875,134818,9,5,85690,9,4,HNH1EQXY35,One aspect respiratory system. It was carrying,115151,2021-07-25,2021-08-03,1,293,0
2021-07-26T00:00:00,22441,268603,16,2,23443,7,1,HNH1EQXY35,One aspect respiratory system. It was carrying,115151,2021-07-25,2021-08-03,1,293,0
2021-07-26T00:00:00,1,114568,2,3,53830,3,1,CFS6DT6L4D,"Time, concerns airport, handling",657443,2021-07-16,2021-07-29,1,351,0
2021-07-26T00:00:00,875,10908,11,1,25596,4,1,CFS6DT6L4D,"Time, concerns airport, handling",657443,2021-07-16,2021-07-29,1,351,0
2021-07-26T00:00:00,22441,541042,16,2,67542,2,2,CFS6DT6L4D,"Time, concerns airport, handling",657443,2021-07-16,2021-07-29,1,351,0
2021-07-26T00:00:00,1,219107,14,2,35179,2,1,F7SEBFNAAO,"Netherlands: UB Egyptian curriculum influenced other Arab education systems, which often need to re-calculate",732746,2021-07-13,2021-07-28,1,468,0
2021-07-26T00:00:00,875,174921,17,4,92783,6,2,F7SEBFNAAO,"Netherlands: UB Egyptian curriculum influenced other Arab education systems, which often need to re-calculate",732746,2021-07-13,2021-07-28,1,468,0
2021-07-26T00:00:00,22441,286601,14,3,65524,8,2,F7SEBFNAAO,"Netherlands: UB Egyptian curriculum influenced other Arab education systems, which often need to re-calculate",732746,2021-07-13,2021-07-28,1,468,0
2021-07-26T00:00:00,1,180818,4,2,11316,3,1,267WWIH3UR,"Integrated economically flamingo, which",751601,2021-07-09,2021-07-29,3,301,0
2021-07-26T00:00:00,875,445841,1,1,55004,8,1,267WWIH3UR,"Integrated economically flamingo, which",751601,2021-07-09,2021-07-29,3,301,0
2021-07-26T00:00:00,22441,22242,9,2,42731,7,2,267WWIH3UR,"Integrated economically flamingo, which",751601,2021-07-09,2021-07-29,3,301,0
2021-07-26T00:00:00,1,465012,17,2,12391,4,1,5SB2OOVZGA,"Without conscious Peugeot, Citroen, Honda, Mitsubishi.",945492,2021-07-02,2021-07-26,2,305,0
2021-07-26T00:00:00,875,90200,3,1,67587,1,1,5SB2OOVZGA,"Without conscious Peugeot, Citroen, Honda, Mitsubishi.",945492,2021-07-02,2021-07-26,2,305,0
2021-07-26T00:00:00,22441,469579,8,1,63133,1,1,5SB2OOVZGA,"Without conscious Peugeot, Citroen, Honda, Mitsubishi.",945492,2021-07-02,2021-07-26,2,305,0
2021-07-26T00:00:00,1,495702,18,4,38041,4,2,5EBB0SPSA3,Finding something degree and were followed by the 13th,1018834,2021-07-12,2021-08-03,1,272,0
2021-07-26T00:00:00,875,144522,8,1,30208,1,1,5EBB0SPSA3,Finding something degree and were followed by the 13th,1018834,2021-07-12,2021-08-03,1,272,0
2021-07-26T00:00:00,22441,284788,5,3,32175,7,3,5EBB0SPSA3,Finding something degree and were followed by the 13th,1018834,2021-07-12,2021-08-03,1,272,0
2021-07-26T00:00:00,1,365392,5,2,14584,7,2,PA2JPW5IMB,"Only closer East Francia. Further south, the first smallpox epidemic in the name",1142726,2021-07-20,2021-08-12,3,224,0
2021-07-26T00:00:00,875,61133,6,8,13436,8,5,PA2JPW5IMB,"Only closer East Francia. Further south, the first smallpox epidemic in the name",1142726,2021-07-20,2021-08-12,3,224,0
2021-07-26T00:00:00,22441,413128,17,1,60019,2,1,PA2JPW5IMB,"Only closer East Francia. Further south, the first smallpox epidemic in the name",1142726,2021-07-20,2021-08-12,3,224,0
2021-07-26T00:00:00,1,445267,14,4,17893,7,3,I2AN4UO2O2,"Famous 'Babe', national dish?",1527196,2021-07-14,2021-08-02,2,196,0
2021-07-26T00:00:00,875,70121,11,4,34276,4,1,I2AN4UO2O2,"Famous 'Babe', national dish?",1527196,2021-07-14,2021-08-02,2,196,0
2021-07-26T00:00:00,22441,399885,18,3,41461,3,3,I2AN4UO2O2,"Famous 'Babe', national dish?",1527196,2021-07-14,2021-08-02,2,196,0
2021-07-26T00:00:00,1,158542,6,3,13158,8,1,8J4E692XVY,Party payment them while focused forward.,1584965,2021-07-25,2021-08-01,2,143,0
2021-07-26T00:00:00,875,24145,3,3,75020,5,2,8J4E692XVY,Party payment them while focused forward.,1584965,2021-07-25,2021-08-01,2,143,0
2021-07-26T00:00:00,22441,251190,2,2,14100,4,1,8J4E692XVY,Party payment them while focused forward.,1584965,2021-07-25,2021-08-01,2,143,0
2021-07-26T00:00:00,1,499506,9,1,30107,1,1,57CAQL403X,Article 2 precise and finite definition. By,1617788,2021-07-20,2021-08-08,2,260,0
2021-07-26T00:00:00,875,525708,3,3,86628,5,1,57CAQL403X,Article 2 precise and finite definition. By,1617788,2021-07-20,2021-08-08,2,260,0
2021-07-26T00:00:00,22441,356693,13,3,84121,4,2,57CAQL403X,Article 2 precise and finite definition. By,1617788,2021-07-20,2021-08-08,2,260,0
2021-07-26T00:00:00,1,209686,3,1,18691,6,1,6EGOYE6S8R,"Mourning cloak, do almost all of the structure. Synchrocyclotrons have not",1650391,2021-07-14,2021-08-08,3,430,0
2021-07-26T00:00:00,875,317006,11,1,40616,5,1,6EGOYE6S8R,"Mourning cloak, do almost all of the structure. Synchrocyclotrons have not",1650391,2021-07-14,2021-08-08,3,430,0
2021-07-26T00:00:00,22441,442749,16,4,74896,4,3,6EGOYE6S8R,"Mourning cloak, do almost all of the structure. Synchrocyclotrons have not",1650391,2021-07-14,2021-08-08,3,430,0
2021-07-26T00:00:00,1,456390,10,6,36551,9,1,TK49XZRYO7,The hypothesis atmosphere at any altitude.,1896970,2021-07-24,2021-08-17,1,404,0
2021-07-26T00:00:00,875,567530,7,1,66275,1,1,TK49XZRYO7,The hypothesis atmosphere at any altitude.,1896970,2021-07-24,2021-08-17,1,404,0
2021-07-26T00:00:00,22441,179967,18,2,15786,8,2,TK49XZRYO7,The hypothesis atmosphere at any altitude.,1896970,2021-07-24,2021-08-17,1,404,0
2021-07-26T00:00:00,1,153984,13,6,77451,9,6,FR7NZUY4T7,"Chicago Portage, by royal decree. Today, religious groups comprise less than in",1952910,2021-07-25,2021-07-31,2,372,0
2021-07-26T00:00:00,875,312085,10,1,86963,4,1,FR7NZUY4T7,"Chicago Portage, by royal decree. Today, religious groups comprise less than in",1952910,2021-07-25,2021-07-31,2,372,0
2021-07-26T00:00:00,22441,514218,6,3,59732,6,2,FR7NZUY4T7,"Chicago Portage, by royal decree. Today, religious groups comprise less than in",1952910,2021-07-25,2021-07-31,2,372,0
2021-07-26T00:00:00,1,112604,5,1,67158,1,1,LKX6EA2R3L,"News when spoke Spanish, 3.9% another Indo-European language, and emotion are areas of Ohio and",2132663,2021-07-23,2021-08-20,3,388,0
2021-07-26T00:00:00,875,174213,3,2,37047,5,2,LKX6EA2R3L,"News when spoke Spanish, 3.9% another Indo-European language, and emotion are areas of Ohio and",2132663,2021-07-23,2021-08-20,3,388,0
2021-07-26T00:00:00,22441,552792,13,2,27176,2,1,LKX6EA2R3L,"News when spoke Spanish, 3.9% another Indo-European language, and emotion are areas of Ohio and",2132663,2021-07-23,2021-08-20,3,388,0
2021-07-26T00:00:00,1,391409,16,2,75032,6,1,C94ZKHI1DE,"Below) with understood, a 2006 study by Phoenix",2173920,2021-07-06,2021-07-28,2,225,0
2021-07-26T00:00:00,875,25369,3,5,39436,9,4,C94ZKHI1DE,"Below) with understood, a 2006 study by Phoenix",2173920,2021-07-06,2021-07-28,2,225,0
2021-07-26T00:00:00,22441,359196,1,4,31141,7,2,C94ZKHI1DE,"Below) with understood, a 2006 study by Phoenix",2173920,2021-07-06,2021-07-28,2,225,0
2021-07-26T00:00:00,1,155045,10,2,79052,6,2,42V4U39JUS,"Upon increasingly Publishing Group, Westport, Ct. ISBN 0-275-92698-2.",2445259,2021-07-19,2021-07-31,1,201,0
2021-07-26T00:00:00,875,446059,19,8,17261,9,8,42V4U39JUS,"Upon increasingly Publishing Group, Westport, Ct. ISBN 0-275-92698-2.",2445259,2021-07-19,2021-07-31,1,201,0
2021-07-26T00:00:00,22441,258026,15,1,21692,3,1,42V4U39JUS,"Upon increasingly Publishing Group, Westport, Ct. ISBN 0-275-92698-2.",2445259,2021-07-19,2021-07-31,1,201,0
2021-07-26T00:00:00,1,399600,5,3,71115,7,3,V427FACWHI,Compounds without dictatorship in 1933 led to the,2632071,2021-07-19,2021-08-08,1,420,0
2021-07-26T00:00:00,875,144838,4,1,85944,2,1,V427FACWHI,Compounds without dictatorship in 1933 led to the,2632071,2021-07-19,2021-08-08,1,420,0
2021-07-26T00:00:00,22441,38205,4,1,28633,3,1,V427FACWHI,Compounds without dictatorship in 1933 led to the,2632071,2021-07-19,2021-08-08,1,420,0
2021-07-26T00:00:00,1,117060,3,2,24038,2,1,L66233S6LN,"Minimal ability to: intensity: the chuckle, the titter, the giggle, the chortle, the cackle, the",2656650,2021-07-25,2021-08-03,3,455,0
2021-07-26T00:00:00,875,293971,2,6,29932,8,2,L66233S6LN,"Minimal ability to: intensity: the chuckle, the titter, the giggle, the chortle, the cackle, the",2656650,2021-07-25,2021-08-03,3,455,0
2021-07-26T00:00:00,22441,82819,3,1,75589,1,1,L66233S6LN,"Minimal ability to: intensity: the chuckle, the titter, the giggle, the chortle, the cackle, the",2656650,2021-07-25,2021-08-03,3,455,0
2021-07-26T00:00:00,1,530267,19,1,74759,1,1,R44XHCWA45,"2012. Previously, of use of email and instant messaging clients such as the mean and",2875526,2021-07-10,2021-07-31,2,360,0
2021-07-26T00:00:00,875,234823,17,1,80047,1,1,R44XHCWA45,"2012. Previously, of use of email and instant messaging clients such as the mean and",2875526,2021-07-10,2021-07-31,2,360,0
2021-07-26T00:00:00,22441,67195,5,1,85324,9,1,R44XHCWA45,"2012. Previously, of use of email and instant messaging clients such as the mean and",2875526,2021-07-10,2021-07-31,2,360,0
